case_id,lens_id,display_key,title,owners,inventors,legal_status,opportunity_type,lens_in_catalog,ri_notes
auto_separations_technology_apparatus_electrophoretic_separations,033-637-855-704-165,WO 1991/004085 A1,METHOD AND APPARATUS FOR ELECTROPHORETIC SEPARATIONS,,TARNOPOLSKY YURI,PATENTED,digital_therapeutic,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_separations_technology_column_hplc,030-686-335-170-149,EP 0271553 B1,HPLC COLUMN,,"RITACCO, ROBERT, P.;;HAMPTON, THOMAS, W.",EXPIRED,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_seung_choon_lifters_pallet,095-935-203-467-066,EP 0531560 A1,Pallet lifters.,,LEE SEUNG-CHOON,DISCONTINUED,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_shin_aparelho_bomba_palhetas,095-581-183-694-695,BR PI0913788 A2,"""aparelho de bomba de palhetas""",,PARK HYUN WOO,DISCONTINUED,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_shin_taewoong_ablazione_comune_filtro_generatore_modo_radiofre,048-605-490-782-774,IT 1400082 B1,FILTRO DI RUMORE DI MODO COMUNE DI GENERATORE DI RADIOFREQUENZA PER ABLAZIONE A RADIOFREQUENZA,,KIM JAE-BOK;;KIM KYE-JOO;;NA GUK-JOO;;SHIN KYONG-MIN;;JUNG HONG-CHEA;;CHOI YOUNG-JIN;;LEE JUN-HYOK,ACTIVE,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_shin_taewoong_ablazione_generatore_invertitore_radiofrequenza,153-305-910-103-857,IT 1400081 B1,INVERTITORE RISONANTE DI GENERATORE DI RADIOFREQUENZA PER ABLAZIONE A RADIOFREQUENZA,,CHOI YOUNG-JIN;;SHIN KYONG-MIN;;JUNG HONG-CHEA;;LEE JUN-HYOK;;KIM JAE-BOK;;NA GUK-JOO;;KIM KYE-JOO,ACTIVE,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_shinseky_aging_apparatus_inline,027-392-087-564-795,IN 2927KON2014 A,INLINE AGING APPARATUS,,CHO YANG-YEON,PENDING,digital_therapeutic,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_smart_textile_fabric_insulating_sheer,067-595-729-643-294,WO 2017/011526 A1,INSULATING SHEER FABRIC,,GOLDBERG GARY,PENDING,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_solco_biomedical_aparelho_autotensora_cervical_coluna_fixa_para,199-015-127-834-838,BR 102013019747 A2,aparelho com uma peça autotensora para fixação de coluna cervical,,KIM II;;SEO-KON KIM;;DO-HEUM YOON,DISCONTINUED,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_solco_biomedical_coluna_gaiola_para_vertebral,121-851-317-673-100,BR 102014018715 A2,gaiola para coluna vertebral,"SOLCO BIOMEDICAL CO., LTD (KR) (2018-05-08)",IL KIM;;KON KIM SEON,DISCONTINUED,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_solutions_mennucci_clad_composite_edge_making_metal,133-591-266-409-218,WO 2016/160049 A1,METHOD OF MAKING AN EDGE-TO-EDGE CLAD METAL COMPOSITE,,MENNUCCI JOSEPH P;;HARDY MICHAEL D;;DOS SANTOS RONALD R;;MCDONNELL DONALD G;;BALKENHOL MICHAEL,PENDING,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_soon_seok_apparatus_composite_different_door_frame_materia,044-901-641-825-374,IN 3069DE2014 A,PREFABRICATED STRUCTURE OF COMPOSITE WINDOW/DOOR APPARATUS USING DIFFERENT FRAME MATERIALS,,KIM SOON SEOK,PENDING,digital_therapeutic,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_spagna_antonio_propulsore_tubolare,032-771-212-629-836,IT 8947301 A0,PROPULSORE TUBOLARE,,ANTONIO SPAGNA,DISCONTINUED,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_spectra_corp_adequa_desgaste_detec_infravermelho_modulado_moe,171-921-416-404-031,BR 112012030640 A2,adequação de moeda e detecção de desgaste utilizando detecção de infravermelho modulado por temperatura,,LAWANDY NABIL M,DISCONTINUED,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_spectra_corp_authenticating_objects_tracking,176-154-421-300-509,IN 2049DEN2014 A,METHODS AND SYSTEMS FOR AUTHENTICATING AND TRACKING OBJECTS,,LAWANDY NABIL M,PENDING,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_spectra_corp_authentication_photoluminescent,038-573-567-108-731,WO 2017/023806 A1,"PHOTOLUMINESCENT AUTHENTICATION DEVICES, SYSTEMS, AND METHODS",,LAWANDY NABIL,PATENTED,medical_device,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_spectra_corp_banknotes_cleaning_documents_fluid_secure_superc,025-592-680-913-582,TN 2015000166 A1,SUPERCRITICAL FLUID CLEANING OF BANKNOTES AND SECURE DOCUMENTS,,LAWANDY NABIL M,PENDING,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_spectra_corp_billetes_documentos_fluido_limpieza_seguridad_su,036-082-625-722-491,CR 20150276 A,LIMPIEZA DE BILLETES Y DOCUMENTOS DE SEGURIDAD CON FLUIDO SUPERCRÍTICO,,LAWANDY NABIL M,PENDING,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_spectra_corp_billetes_documentos_limpieza_liquido_para_seguro,005-584-108-885-626,CL 2015001120 A1,Liquido supercrítico de limpieza para billetes y documentos seguros,,LAWANDY NABIL M,PENDING,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_spectra_corp_evaluating_fitness_gasochromic_sensing_using,183-855-595-344-443,WO 2017/031447 A1,DEVICE AND METHOD FOR USING GASOCHROMIC SENSING FOR EVALUATING FITNESS,,LAWANDY NABIL M,PENDING,medical_device,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_spectra_corp_identifying_macromolecules_mixing_nondegenerate,114-880-275-487-930,WO 2017/031466 A1,NONDEGENERATE TWO-WAVE MIXING FOR IDENTIFYING AND SEPARATING MACROMOLECULES,,LAWANDY NABIL M,PENDING,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_spectra_corp_opaca_resposta_seguran_tagantes_ultravioleta,126-615-619-072-324,BR PI1012916 A2,resposta de ultravioleta-opaca em tagantes de segurança,,LAWANDY NABIL M,DISCONTINUED,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_sunbeam_corp_assembly_blade_blender_improved,192-829-300-060-791,WO 1993/022042 A1,BLENDER WITH IMPROVED BLADE ASSEMBLY,,SEYERLE CARL E,PENDING,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_sunbeam_corp_backing_frame_furniture_means_seating_securing_t,197-640-134-762-554,WO 1994/008490 A1,BACKING OR SEATING FOR SEATING TYPE FURNITURE AND MEANS FOR SECURING BACKING OR SEATING TO A FRAME,,KEMNITZ GLEN D,PENDING,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_sunedison_semiconductor_chamber_chunk_crystal_feeding_granular_growth_po,030-143-238-370-164,WO 2017/031328 A1,SYSTEMS FOR SELECTIVELY FEEDING CHUNK POLYSILICON OR GRANULAR POLYSILICON IN A CRYSTAL GROWTH CHAMBER,,YUN SEOK MIN;;PARK SEONG SU;;JI JUN HWAN;;CHOI WON-JIN;;JUNG UISUNG;;LEE YOUNG JUNG;;KOO TAE SU;;KIM SUNG-JIN,PENDING,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_sung_apparatus_arranging_electric_wire,178-049-791-009-223,WO 2009/091164 A2,APPARATUS FOR ARRANGING ELECTRIC WIRE,,,PENDING,digital_therapeutic,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_supervisors_louisiana_body_hyperglycemia_hyperinsulinemia_improved_ins,147-335-120-335-119,WO 1993/000092 A1,"IMPROVED PROCESS FOR THE LONG TERM REDUCTION OF BODY FAT STORES, INSULIN RESISTANCE, HYPERINSULINEMIA AND HYPERGLYCEMIA IN VERTEBRATES",,CINCOTTA ANTHONY H;;MEIER ALBERT H,PENDING,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_surgilase_apparatus_hollow_making_monolithic_same_waveguid,004-627-704-346-478,WO 1993/016404 A1,MONOLITHIC HOLLOW WAVEGUIDE AND METHOD AND APPARATUS FOR MAKING THE SAME,,BHARDWAJ POONAM;;BAUMAN MARY BETH;;GREGORY OTTO;;GU GONG-EN;;MORROW CLIFFORD E,PENDING,digital_therapeutic,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_taco_actuator_valve_zone,108-695-321-304-807,WO 1992/014956 A1,ACTUATOR AND ZONE VALVE,,GIORDANI ATTILIO G,PENDING,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_taco_circulator_efficiency_high_hydronic_sensors,016-939-243-939-411,WO 2016/130841 A1,HIGH EFFICIENCY HYDRONIC CIRCULATOR WITH SENSORS,,THOMPSON STEVE;;STAKEV VLADISLAV MICHEV;;BIRKENSTOCK ROBERT F;;BIRD DOUGLAS;;SWEET DAVID E,PENDING,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_taechang_moolsan_acid_alkali_metal_polyacrylic_polysaccharide_pre,002-196-217-971-036,WO 1993/002118 A1,A PROCESS FOR PREPARING ALKALI METAL SALTS OF POLYACRYLIC ACID BASED ON POLYSACCHARIDE,,PARK IN HWAN;;PARK TAE SUK;;KIM YOUNG WUN,PENDING,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_taegu_blank_cutter_insert_same_utilizing,024-856-604-583-622,ZA 201103257 B,"BLANK INSERT,AND INSERT AND CUTTER UTILIZING THE SAME",,JEONG HYUN-HWA,ACTIVE,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_taegu_circular_corte_dupla_face_ferramenta_forma_inser,070-545-228-649-906,BR PI1013719 A2,insercao de corte de dupla face tendo uma forma circular e uma ferramenta de corte usando a mesma,,PARK CHANG GYU;;LEE JAE WOOK;;JUNG KANG SOOL,DISCONTINUED,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_taegu_corte_ferramenta_inser_mesma_para,121-846-576-666-97X,BR PI0924572 A2,ferramenta de corte e inserção de corte para a mesma,,CHOI CHANG HEE,DISCONTINUED,platform,false,Deduped patent family (2 of 2 records); review scope and naming.
auto_taegu_corte_ferramenta_inser_mesma_para,045-283-443-774-677,BR PI0924610 A2,ferramenta de corte e inserção de corte para a mesma,,PARK CHANG GYU;;CHOI CHANG HEE,DISCONTINUED,platform,false,Deduped patent family (2 of 2 records); review scope and naming.
auto_taegu_corte_ferramenta_mesma_multifuncional_para_supor,122-890-512-145-096,BR 112012013684 A2,ferramenta de corte multifuncional e suporte de ferramenta para mesma,,LEE CHUL HO,DISCONTINUED,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_taegu_corte_ferramenta_para_perfura_torneamento,125-114-036-560-48X,BR PI0924278 A2,ferramenta de corte para perfuração e torneamento,,PARK HONG SIK;;PARK SUNG HYUP,DISCONTINUED,platform,false,Deduped patent family (2 of 2 records); review scope and naming.
auto_taegu_corte_ferramenta_para_perfura_torneamento,034-953-957-061-19X,BR PI0921461 A2,ferramenta de corte para perfuração,,KIM MIN GU,DISCONTINUED,platform,false,Deduped patent family (2 of 2 records); review scope and naming.
auto_taegu_corte_ferramentas_multifuncional,055-787-990-311-614,BR 112012004096 A2,ferramentas de corte multifuncional,,CHOI CHANG HEE;;LEE CHUL HO;;PARK HONG SIK,DISCONTINUED,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_taegu_corte_inserto,071-973-273-797-809,BR 112012018678 A2,inserto de corte,,PARK HONG SIK,DISCONTINUED,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_taegu_cutting_insert,174-244-127-560-867,ZA 201206578 B,CUTTING INSERT,,PARK HONG SIK,ACTIVE,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_taegu_ferramenta_inser_interior_mesma_para_ranhura_sup,199-146-654-130-760,BR 112012016628 A2,inserção de ranhura interior e suporte de ferramenta para a mesma,,CHOI CHANG HEE;;PARK HONG SIK;;PARK SUNG HYUP,DISCONTINUED,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_taegutec_2017_dispositivo_engate_rosqueado,128-192-212-059-989,BR 112013001126 A2,dispositivo de engate rosqueado.,TAEGUTEC LTD. (KR) (2017-11-28),CHOI CHANG HEE;;KIM KIL SUNG,ACTIVE,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_taewoong_medical_alla_base_biologiche_cellule_controllare_impeden,112-844-030-436-966,IT 1400083 B1,METODO E SISTEMA PER CONTROLLARE L'USCITA IN RADIOFREQUENZA IN BASE ALLA VARIAZIONE DI IMPEDENZA DI CELLULE BIOLOGICHE,,CHOI YOUNG-JIN;;KIM JAE-BOK;;NA GUK-JOO;;LEE JUN-HYOK;;SHIN KYONG-MIN;;KIM KYE-JOO;;JUNG HONG-CHEA,ACTIVE,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_tateo_giovanni_asciugare_bagno_detergere_disinfettare_lavare_ma,057-289-882-619-460,IT 8802101 A0,MACCHINA PER DISINFETTARE LAVARE E ASCIUGARE IL SEDILE DEL BAGNO E DETERGERE LA TAZZA,,GIOVANNI TATEO,DISCONTINUED,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_tech_dyes_melt_plastic_printing,171-409-837-765-764,WO 1992/021514 A1,METHOD FOR MELT PRINTING DYES ON PLASTIC,,NERI KENNETH E;;DURAND STEPHEN J,PENDING,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_tech_hurtigjusterende_llevingeforme_relse_rodpladefas,001-554-682-711-425,DK 4359667 T3,HURTIGJUSTERENDE RODPLADEFASTGØRELSE TIL VINDMØLLEVINGEFORME,,SEGALA ALEXANDER L,ACTIVE,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_technology_1996_apparatus_electrophoretic_separations,151-312-975-925-74X,EP 0443024 A1,METHOD AND APPARATUS FOR ELECTROPHORETIC SEPARATIONS.,"R&S TECHNOLOGY, INC. (1996-10-30)",TARNOPOLSKY YURI,EXPIRED,digital_therapeutic,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_technology_blasbalg_assembling_electrical_modular_mounting_same,135-412-378-037-697,WO 2016/176204 A1,MODULAR ELECTRICAL DEVICES AND METHODS FOR ASSEMBLING AND MOUNTING THE SAME,,BLASBALG PAUL;;QUARTERONI ANDREA,PENDING,medical_device,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_teknor_apex_fremstillingsfremgangsm_gennemstr_gtsslangesamli,173-160-288-670-173,DK 3286472 T3,LETVÆGTSSLANGESAMLING MED HØJ GENNEMSTRØMNING SAMT FREMSTILLINGSFREMGANGSMÅDE,,BLANCHETTE GIL;;MELO MICHAEL;;CORREA STEVE;;CHAPMAN TIMOTHY L;;VAN BEEK MARLON;;PARKER JOHN W;;BURKE PAUL;;EILERTSON RON,ACTIVE,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_teknor_apex_indvendigt_modificeret_slangeindretning_termopla,199-677-704-300-67X,DK 3551918 T3,SLANGEINDRETNING MED MODIFICERET INDVENDIGT RØR AF TERMOPLAST,,RUPRECHT ROLAND;;KROUSHL PAUL;;CHAPMAN TIMOTHY L;;COX MARYELLEN,ACTIVE,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_teknor_apex_making_precured_provide_same_tread_tyre,068-646-127-656-665,GB 2210001 A,Tyre provide with a precured tread and method of making same,,DETWILER RICHARD H,DISCONTINUED,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_temple_university_antibiotic_compounds,010-667-859-507-655,US 12195424 B2,Antibiotic compounds,TEMPLE UNIVERSITY-OF THE COMMONWEALTH SYSTEM OF HIGHER EDUCATION (2019-12-04);;RHODE ISLAND HOSPITAL A LIFESPAN-PARTNER (2019-04-06);;THE GENERAL HOSPITAL CORPORATION (2018-10-03),AUSUBEL FREDERICK M;;KIM WOOSEONG;;MYLONAKIS ELEFTHERIOS;;WUEST WILLIAM M,ACTIVE,therapeutic,false,Deduped patent family (2 of 4 records); review scope and naming.
auto_texas_instruments_circuit_protection,118-482-773-988-174,EP 0457737 A2,MOS/BIP protection circuit.,,TALAMONTI LUCIANO;;MAROTTA GIULIO,EXPIRED,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_texas_instruments_circuitry_circuits_cmos_integrated_negative_sele,186-334-077-942-959,EP 0456623 A2,Circuitry and method for selectively switching negative voltages in CMOS integrated circuits.,,IMONDI GIULANO;;MAROTTA GIULIO;;PORROVECCHIO GIULIO;;SAVARESE GIUSEPPE,EXPIRED,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_textron_apparatus_automatic_fastener_feed,080-759-952-097-344,WO 1993/016826 A1,AUTOMATIC FASTENER FEED APPARATUS AND METHOD,,GAST ROBERT L;;DELGADO DAVID G,PENDING,digital_therapeutic,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_textron_apparatus_composite_fastener_improved_making_sam,053-919-563-585-732,WO 1991/002906 A1,IMPROVED COMPOSITE FASTENER AND METHOD AND APPARATUS FOR MAKING SAME,,GAPP ROLAND HOWARD;;SIMMONS CLYDE D,PENDING,digital_therapeutic,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_textron_apparatus_composite_fasteners_upsetting,167-185-198-302-83X,WO 1991/011309 A2,APPARATUS AND METHOD FOR UPSETTING COMPOSITE FASTENERS,,SIMMONS CLYDE D,PATENTED,digital_therapeutic,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_textron_assembly_mower_yoke,181-224-830-760-380,US 2026/0137031 A1,MOWER YOKE ASSEMBLY,,Jamie Mark Clements;;Luke John Peter Manning;;Robert George Austin Johns,UNKNOWN,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_textron_blind_fastener_making,059-011-225-530-825,WO 1991/005959 A1,BLIND FASTENER AND METHOD OF MAKING,,PRATT JOHN D;;ZERMENO MARIO A,PENDING,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_textron_collar_composite_threaded,078-596-148-026-89X,WO 1991/011633 A1,COMPOSITE THREADED COLLAR,,GAPP ROLAND HOWARD;;SIMMONS CLYDE D,PENDING,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_textron_composite_fastener,076-704-856-946-50X,WO 1991/018214 A1,COMPOSITE FASTENER,,GAPP ROLAND HOWARD;;SIMMONS CLYDE D,PENDING,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_textron_composite_fastener_fastening_tool,191-500-100-016-454,WO 1993/002850 A2,"COMPOSITE FASTENER, METHOD OF FASTENING AND FASTENING TOOL",,PRATT JOHN D;;SIMMONS CLYDE D,PENDING,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_textron_correcting_golf_position_vehicle_vision,187-481-345-699-198,US 2026/0138531 A1,VISION SYSTEM FOR CORRECTING POSITION OF GOLF VEHICLE,,Shayne Evan Rimer;;Brad Hof;;Lance Fielder,UNKNOWN,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_textron_infotainment_rear_recreational_vehicle,135-285-057-410-164,US 2026/0131748 A1,REAR INFOTAINMENT SYSTEM FOR RECREATIONAL VEHICLE,,Ricky Veldee Kemp;;Donny Lee Hammond;;Trevor Douglas Roebuck;;Baily Guyton Wood,UNKNOWN,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
auto_textron_innovations_aircraft_lockout_proprotor_tiltrotor,060-647-600-180-986,US 2026/0138741 A1,Proprotor Lockout Systems for Tiltrotor Aircraft,,Grant Michael Beall;;Kyle Thomas Cravener;;Brady Garrett Atkins;;Gilberto Morales,UNKNOWN,platform,false,Deduped patent family (1 of 1 records); review scope and naming.
