case_id,display_name,target,indication,opportunity_type,company,slater_invested,development_stage,required_roles,required_specialties,clinical_tags,target_timeline_weeks,budget_ceiling_usd,capital_gap_usd,ri_institution,ri_ip_source,ri_notes,ri_physician_lead,conflict_tags,llm_inferred_label,llm_label_method,source_type,mocked,confidence_0_1
auto_taewoong_medical_alla_base_biologiche_cellule_controllare_impeden,METODO SISTEMA PER CONTROLLARE USCITA RADIOFREQUENZA Technology Platform Opportunity,METODO E SISTEMA PER CONTROLLARE L'USCITA IN RADIOFREQUENZA IN BASE ALLA VARIAZI,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:112-844-030-436-966,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,METODO SISTEMA PER CONTROLLARE USCITA RADIOFREQUENZA Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_moqom_cardholder_mobile_positioning,Cardholder mobile device positioning system and Medical Device Opportunity,Cardholder mobile device positioning system and method,RI technology opportunity from patent corpus,medical_device,TBD,false,validation,reviewer|advisor|investigator,critical care|hospital medicine|biomedical engineering,medical_device,20,400000,1200000,Rhode Island ecosystem,lens:107-041-186-247-002,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,Cardholder mobile device positioning system and Medical Device Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_hyun_kang_generator_power_wind,WIND POWER GENERATOR Technology Platform Opportunity,WIND POWER GENERATOR,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:055-309-365-016-605,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,WIND POWER GENERATOR Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_thomas_rosa_acid_associated_improvement_molecules_nucleic_ot,Nucleic acid molecules and other molecules Technology Platform Opportunity,Nucleic acid molecules and other molecules associated with plants and uses there,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:035-266-579-381-621,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,Nucleic acid molecules and other molecules Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_james_golinveaux_addressing_ceiling_fire_occupancy_only_sprinkler,Ceiling only dry sprinkler systems and Technology Platform Opportunity,Ceiling-only dry sprinkler systems and methods for addressing a storage occupanc,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:041-002-735-394-255,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,Ceiling only dry sprinkler systems and Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_john_neiderman_apparatus_contaminants_reflow_removing,Method and apparatus for removing contaminants Digital Therapeutic Opportunity,Method and apparatus for removing contaminants from a reflow apparatus,RI technology opportunity from patent corpus,digital_therapeutic,TBD,false,validation,reviewer|advisor|investigator,pain medicine|behavioral health|primary care,clinical_pharmacology|medical_oncology,20,400000,1200000,Rhode Island ecosystem,lens:161-175-074-233-871,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,Method and apparatus for removing contaminants Digital Therapeutic Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_inix_hyoung_hair_laser_loss,LASER HAIR LOSS TREATMENT DEVICE Medical Device Opportunity,LASER HAIR-LOSS TREATMENT DEVICE,RI technology opportunity from patent corpus,medical_device,TBD,false,validation,reviewer|advisor|investigator,critical care|hospital medicine|biomedical engineering,medical_device,20,400000,1200000,Rhode Island ecosystem,lens:011-934-089-923-192,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,LASER HAIR LOSS TREATMENT DEVICE Medical Device Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_choeun_environment_filtration_variable,VARIABLE FILTRATION DEVICE Medical Device Opportunity,VARIABLE FILTRATION DEVICE,RI technology opportunity from patent corpus,medical_device,TBD,false,validation,reviewer|advisor|investigator,critical care|hospital medicine|biomedical engineering,medical_device,20,400000,1200000,Rhode Island ecosystem,lens:096-721-821-136-785,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,VARIABLE FILTRATION DEVICE Medical Device Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_nikko_copper_aparato_area_base_captar_carga_clasificar_compre,Aparato para inspeccionar superficie una placa Technology Platform Opportunity,Aparato para inspeccionar la superficie de una placa de deposicion de metal refi,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:010-862-799-432-316,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,Aparato para inspeccionar superficie una placa Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_park_jong_apparatus_fluid_generating_power_using,POWER GENERATING APPARATUS USING FLUID Digital Therapeutic Opportunity,POWER GENERATING APPARATUS USING FLUID,RI technology opportunity from patent corpus,digital_therapeutic,TBD,false,validation,reviewer|advisor|investigator,pain medicine|behavioral health|primary care,clinical_pharmacology|medical_oncology,20,400000,1200000,Rhode Island ecosystem,lens:088-549-627-521-776,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,POWER GENERATING APPARATUS USING FLUID Digital Therapeutic Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_csplasma_aislante_barras_capsula_carcasa_comprende_conten,Capsula una mezcla metalica que expande Technology Platform Opportunity,Capsula de una mezcla metalica que se expande rapidamente que comprende una carc,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:031-800-970-173-894,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,Capsula una mezcla metalica que expande Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_hanmi_holdings_capecitabina_carbonato_formacion_metodo_para_pre,Metodo para preparar capecitabina por formacion Technology Platform Opportunity,Metodo para preparar capecitabina por formacion de un carbonato de trialquilo.,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:139-568-371-523-728,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,Metodo para preparar capecitabina por formacion Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_rollpack_container_cutting_employing_film_packaging_roll,ROLL FILM CUTTING DEVICE AND ROLL Medical Device Opportunity,ROLL FILM CUTTING DEVICE AND ROLL FILM PACKAGING CONTAINER EMPLOYING THE SAME,RI technology opportunity from patent corpus,medical_device,TBD,false,validation,reviewer|advisor|investigator,critical care|hospital medicine|biomedical engineering,medical_device,20,400000,1200000,Rhode Island ecosystem,lens:118-541-506-334-210,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,ROLL FILM CUTTING DEVICE AND ROLL Medical Device Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_chan_brake_electric_motor_parking_vehicle,ELECTRIC PARKING BRAKE FOR MOTOR VEHICLE Technology Platform Opportunity,ELECTRIC PARKING BRAKE FOR MOTOR VEHICLE,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:176-847-677-733-22X,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,ELECTRIC PARKING BRAKE FOR MOTOR VEHICLE Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_jong_rack_adjustment_cleaning_equipped_force_glass_magneti,CLEANING DEVICE FOR GLASS WINDOWS EQUIPPED Medical Device Opportunity,"CLEANING DEVICE FOR GLASS WINDOWS, EQUIPPED WITH A MECHANISM FOR STEPLESS ADJUST",RI technology opportunity from patent corpus,medical_device,TBD,false,validation,reviewer|advisor|investigator,critical care|hospital medicine|biomedical engineering,medical_device,20,400000,1200000,Rhode Island ecosystem,lens:165-800-190-123-094,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,CLEANING DEVICE FOR GLASS WINDOWS EQUIPPED Medical Device Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_sung_apparatus_arranging_electric_wire,APPARATUS FOR ARRANGING ELECTRIC WIRE Digital Therapeutic Opportunity,APPARATUS FOR ARRANGING ELECTRIC WIRE,RI technology opportunity from patent corpus,digital_therapeutic,TBD,false,validation,reviewer|advisor|investigator,pain medicine|behavioral health|primary care,clinical_pharmacology|medical_oncology,20,400000,1200000,Rhode Island ecosystem,lens:178-049-791-009-223,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,APPARATUS FOR ARRANGING ELECTRIC WIRE Digital Therapeutic Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_moon_artificial_assemblable_incombustible_joint_marbl,ASSEMBLABLE INCOMBUSTIBLE PANEL USING ARTIFICIAL MARBLE Technology Platform Opportunity,ASSEMBLABLE INCOMBUSTIBLE PANEL USING ARTIFICIAL MARBLE AS A JOINT,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:055-389-697-521-897,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,ASSEMBLABLE INCOMBUSTIBLE PANEL USING ARTIFICIAL MARBLE Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_hoan_fruit_shears,FRUIT SHEARS Technology Platform Opportunity,FRUIT SHEARS,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:020-817-018-186-133,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,FRUIT SHEARS Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_chung_wookjin_come_commerce_electronic_first_individual_offere,ELECTRONIC COMMERCE METHOD AND SYSTEM WHEREBY Technology Platform Opportunity,ELECTRONIC COMMERCE METHOD AND SYSTEM WHEREBY REWARDS ARE OFFERED ON INDIVIDUAL ,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:118-736-108-995-566,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,ELECTRONIC COMMERCE METHOD AND SYSTEM WHEREBY Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_hwang_kapsoon_bowl_fabrication_foldable_instant_noodles_thereo,FOLDABLE BOWL FOR INSTANT NOODLES AND Technology Platform Opportunity,FOLDABLE BOWL FOR INSTANT NOODLES AND FABRICATION METHOD THEREOF,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:121-338-914-854-252,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,FOLDABLE BOWL FOR INSTANT NOODLES AND Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_korean_peninsula_concrete_form,CONCRETE FORM Technology Platform Opportunity,CONCRETE FORM,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:191-679-724-642-093,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,CONCRETE FORM Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_yong_jong_antenna_arrangement_feed_network_planar_structur,FEED NETWORK STRUCTURE AND ARRANGEMENT METHOD Technology Platform Opportunity,FEED NETWORK STRUCTURE AND ARRANGEMENT METHOD OF PLANAR WAVEGUIDE ANTENNA,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:062-790-984-676-685,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,FEED NETWORK STRUCTURE AND ARRANGEMENT METHOD Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_hankuk_fiber_body_composite_integrated_material_production_th,INTEGRATED COMPOSITE MATERIAL VEHICLE BODY FOR Technology Platform Opportunity,"INTEGRATED COMPOSITE-MATERIAL VEHICLE BODY FOR A TRANSPORTATION VEHICLE, AND A P",RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:116-473-047-574-172,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,INTEGRATED COMPOSITE MATERIAL VEHICLE BODY FOR Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
auto_young_kwang_connection_enables_frame_side_structure_wall_whi,FRAME CONNECTION STRUCTURE WHICH ENABLES SIDE Technology Platform Opportunity,FRAME CONNECTION STRUCTURE WHICH ENABLES SIDE WALL CONNECTION,RI technology opportunity from patent corpus,platform,TBD,false,validation,reviewer|advisor|investigator,oncology|pathology|biostatistics,medical_oncology|pathology,20,400000,1200000,Rhode Island ecosystem,lens:132-769-088-810-402,Deduped patent family (1 of 1 records); review scope and naming.,TBD,,FRAME CONNECTION STRUCTURE WHICH ENABLES SIDE Technology Platform Opportunity,deterministic_proxy_from_deduped_patent_family,lens_patent_csv,false,0.64
